All_Poverty,M_Poverty,F_Poverty,FIPS,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,M_With,M_Without,F_With,F_Without,All_With,All_Without,fips_x,Incidence_Rate,Avg_Ann_Incidence,fips_y,Mortality_Rate,Avg_Ann_Deaths
223,105,118,46003,48750.0,49811.0,,,,45521.0,1228,120,1171,92,2399,212,46003,96.0,4.0,46003,,
3708,1647,2061,46005,46267.0,46903.0,,,25938.0,26238.0,8284,702,7876,999,16160,1701,46005,48.6,12.0,46005,30.7,8.0
1361,631,730,46007,42171.0,48589.0,30938.0,33836.0,,,1209,437,1419,333,2628,770,46007,,2.0,46007,,
576,268,308,46009,45254.0,45572.0,,,,25208.0,2563,127,2707,185,5270,312,46009,55.7,6.0,46009,50.4,5.0
4811,2411,2400,46011,50082.0,50600.0,48246.0,22885.0,45521.0,32049.0,15337,1441,14945,1191,30282,2632,46011,53.5,14.0,46011,37.9,10.0
3613,1635,1978,46013,53100.0,53486.0,,37424.0,,41821.0,16936,1375,17705,1494,34641,2869,46013,57.5,27.0,46013,44.8,22.0
789,351,438,46015,49531.0,50734.0,,38750.0,,,2230,329,2358,273,4588,602,46015,83.0,6.0,46015,53.7,4.0
711,362,349,46017,31163.0,49250.0,,27500.0,,,498,529,542,469,1040,998,46017,,2.0,46017,,
1082,514,568,46019,41920.0,43065.0,,13862.0,,24688.0,4029,966,4329,836,8358,1802,46019,60.8,9.0,46019,59.5,8.0
140,58,82,46021,45170.0,45909.0,,,,,702,29,757,60,1459,89,46021,,2.0,46021,,
1970,923,1047,46023,43109.0,50458.0,,25208.0,,37250.0,3578,909,3650,869,7228,1778,46023,48.9,6.0,46023,34.5,4.0
566,285,281,46025,49600.0,49550.0,,,,56146.0,1657,175,1603,126,3260,301,46025,,2.0,46025,,
3255,1660,1595,46027,36608.0,38561.0,,,,16493.0,6070,851,6226,656,12296,1507,46027,61.4,7.0,46027,51.0,6.0
2806,1298,1508,46029,48912.0,49812.0,,50625.0,,40556.0,12669,1152,12462,1165,25131,2317,46029,49.4,16.0,46029,45.2,15.0
1865,907,958,46031,31676.0,48661.0,,19266.0,,,1558,565,1619,407,3177,972,46031,,2.0,46031,,
850,373,477,46033,52218.0,53153.0,,39412.0,,2499.0,3586,437,3623,442,7209,879,46033,38.6,6.0,46033,32.9,5.0
2379,1314,1065,46035,49991.0,50733.0,,,,78784.0,8778,1039,9135,456,17913,1495,46035,64.2,17.0,46035,48.3,13.0
1200,559,641,46037,39216.0,40633.0,,21500.0,,,2426,334,2393,305,4819,639,46037,45.0,4.0,46037,43.6,5.0
330,160,170,46039,53152.0,52989.0,,,,73100.0,2086,138,1909,140,3995,278,46039,48.0,3.0,46039,46.8,3.0
1523,728,795,46041,37206.0,58875.0,,30184.0,,,1728,959,1860,987,3588,1946,46041,82.2,3.0,46041,,
246,72,174,46043,52500.0,52594.0,,,,,1168,245,1283,181,2451,426,46043,81.9,4.0,46043,,
479,213,266,46045,56000.0,55000.0,,,,,1770,142,1888,97,3658,239,46045,,2.0,46045,,
1097,543,554,46047,45997.0,46376.0,,,,46389.0,2999,348,3005,351,6004,699,46047,63.6,8.0,46047,55.0,7.0
373,244,129,46049,43679.0,43679.0,,,,,1135,88,1011,70,2146,158,46049,,2.0,46049,,
582,228,354,46051,51272.0,51629.0,,,,33859.0,3334,406,3284,156,6618,562,46051,55.1,6.0,46051,33.3,3.0
769,363,406,46053,37540.0,39345.0,,17500.0,,,1909,213,1848,206,3757,419,46053,75.8,5.0,46053,57.3,4.0
343,181,162,46055,41518.0,41756.0,,,,,938,104,924,78,1862,182,46055,,2.0,46055,,
424,176,248,46057,58602.0,58729.0,,,,53750.0,2741,245,2698,157,5439,402,46057,47.8,3.0,46057,,
271,138,133,46059,47163.0,46971.0,,,,,1529,163,1557,71,3086,234,46059,,2.0,46059,,
406,245,161,46061,60741.0,61157.0,,,,,1601,123,1553,106,3154,229,46061,,2.0,46061,,
174,85,89,46063,52396.0,52569.0,,,,,612,57,586,50,1198,107,46063,,2.0,46063,,
1663,776,887,46065,59177.0,63888.0,,22260.0,,46458.0,7561,789,7576,567,15137,1356,46065,52.1,10.0,46065,30.7,6.0
926,498,428,46067,45075.0,45869.0,,,,,3235,294,3261,193,6496,487,46067,41.9,5.0,46067,31.8,4.0
168,74,94,46069,51776.0,50000.0,,74643.0,,,644,56,600,76,1244,132,46069,,2.0,46069,,
1059,511,548,46071,45074.0,50667.0,,36477.0,,,1213,368,1242,371,2455,739,46071,,2.0,46071,,
176,67,109,46073,53125.0,54034.0,,,,21875.0,877,76,983,54,1860,130,46073,,2.0,46073,,
89,49,40,46075,35972.0,37292.0,,,,,326,64,332,59,658,123,46075,,2.0,46075,,
505,219,286,46077,53828.0,55139.0,,,,28958.0,2374,181,2323,141,4697,322,46077,62.6,6.0,46077,45.5,4.0
1732,766,966,46079,54535.0,54401.0,,,53365.0,,5612,476,5438,410,11050,886,46079,46.0,7.0,46079,35.6,6.0
3115,1219,1896,46081,45548.0,46120.0,,20139.0,77188.0,60337.0,10268,1828,10732,1570,21000,3398,46081,47.8,15.0,46081,37.5,12.0
2158,859,1299,46083,76094.0,76087.0,32546.0,80417.0,250001.0,127700.0,23479,1225,23552,1339,47031,2564,46083,48.9,18.0,46083,33.8,12.0
775,360,415,46085,43030.0,50179.0,,31042.0,,,1540,469,1464,342,3004,811,46085,,2.0,46085,,
467,218,249,46087,56954.0,56901.0,,61083.0,,,2512,236,2556,160,5068,396,46087,86.0,7.0,46087,57.6,5.0
478,306,172,46089,36375.0,35625.0,,,,,935,208,971,61,1906,269,46089,,2.0,46089,,
701,296,405,46091,51788.0,53031.0,,31328.0,,53750.0,2212,202,1946,276,4158,478,46091,53.7,4.0,46091,48.5,3.0
2764,1272,1492,46093,52473.0,53750.0,41165.0,,,40112.0,11335,1390,10920,1420,22255,2810,46093,56.4,15.0,46093,44.9,12.0
921,437,484,46095,30938.0,43365.0,,20556.0,,26458.0,733,290,867,162,1600,452,46095,,2.0,46095,,
234,119,115,46097,44938.0,47813.0,,,,,1070,81,1019,94,2089,175,46097,88.3,4.0,46097,,
20578,9155,11423,46099,53525.0,56604.0,28677.0,22367.0,49618.0,47646.0,78600,9208,81047,7340,159647,16548,46099,65.3,110.0,46099,52.1,87.0
910,441,469,46101,52446.0,53630.0,,40357.0,53625.0,35313.0,2765,439,2955,224,5720,663,46101,44.2,4.0,46101,,
13079,5673,7406,46103,50890.0,52561.0,41284.0,19824.0,51544.0,42240.0,44048,6865,45946,6281,89994,13146,46103,66.1,78.0,46103,46.9,55.0
396,193,203,46105,39773.0,41346.0,,14318.0,,64063.0,1314,183,1308,131,2622,314,46105,,2.0,46105,,
255,141,114,46107,46081.0,46375.0,,,,,1000,78,1059,94,2059,172,46107,89.0,4.0,46107,,
2031,969,1062,46109,48614.0,55478.0,,33295.0,,,4011,1062,4127,920,8138,1982,46109,46.4,6.0,46109,34.9,5.0
238,121,117,46111,50541.0,50331.0,,,,54792.0,1130,77,1005,73,2135,150,46111,,2.0,46111,,
798,340,458,46115,48217.0,48483.0,,,,,3000,267,2865,288,5865,555,46115,48.8,5.0,46115,46.2,5.0
240,94,146,46117,56829.0,58788.0,,55231.0,,,1328,167,1350,117,2678,284,46117,,2.0,46117,,
74,36,38,46119,60417.0,62292.0,,,,,712,111,600,46,1312,157,46119,,2.0,46119,,
4471,2116,2355,46121,31128.0,47404.0,,23259.0,,23333.0,3268,1556,3624,1455,6892,3011,46121,,2.0,46121,64.7,3.0
1212,535,677,46123,37153.0,41250.0,,19766.0,,,2333,379,2383,265,4716,644,46123,42.6,4.0,46123,,
761,305,456,46125,53378.0,53497.0,,2499.0,,,3818,305,3733,289,7551,594,46125,56.2,6.0,46125,35.7,4.0
783,292,491,46127,64471.0,64358.0,,,,,6911,503,6929,379,13840,882,46127,80.2,14.0,46127,44.0,8.0
650,241,409,46129,43221.0,42697.0,,,,46375.0,2297,304,2438,278,4735,582,46129,47.0,5.0,46129,42.9,4.0
2993,1298,1695,46135,48176.0,48524.0,42440.0,,250001.0,37470.0,9303,1212,9798,833,19101,2045,46135,61.4,18.0,46135,43.5,13.0
1103,507,596,46137,35119.0,57813.0,,21920.0,,,958,433,1131,311,2089,744,46137,,2.0,46137,,
13309,5830,7479,47001,42880.0,43167.0,36528.0,,62000.0,35797.0,31601,4647,34889,3459,66490,8106,47001,71.1,75.0,47001,64.7,69.0
7727,3542,4185,47003,41984.0,44287.0,29068.0,21497.0,,26859.0,18606,3862,20181,2944,38787,6806,47003,69.4,35.0,47003,56.4,28.0
3667,1733,1934,47005,33240.0,33673.0,27969.0,,,40556.0,6716,1206,6888,1290,13604,2496,47005,104.7,26.0,47005,89.0,22.0
2697,1234,1463,47007,37013.0,37327.0,,,,51389.0,5313,1192,5129,829,10442,2021,47007,85.2,15.0,47007,57.3,10.0
17305,7389,9916,47009,48286.0,49144.0,27961.0,45078.0,43359.0,40141.0,52291,7725,57700,6300,109991,14025,47009,79.0,130.0,47009,54.2,89.0
19357,8597,10760,47011,42114.0,42756.0,30905.0,,61412.0,27274.0,41416,7723,45811,6183,87227,13906,47011,81.0,97.0,47011,56.7,67.0
9203,4004,5199,47013,32028.0,32177.0,52276.0,,,46190.0,16363,2910,18002,2375,34365,5285,47013,105.9,60.0,47013,86.8,49.0
2500,1154,1346,47015,41533.0,42016.0,37625.0,,,24500.0,5791,915,6198,715,11989,1630,47015,59.7,11.0,47015,58.8,10.0
5713,2656,3057,47017,35508.0,37429.0,21433.0,40625.0,,,11861,1745,12746,1520,24607,3265,47017,80.0,32.0,47017,61.0,25.0
13021,6094,6927,47019,33213.0,33347.0,19730.0,,40862.0,21346.0,22671,4536,24963,3704,47634,8240,47019,78.3,63.0,47019,67.2,54.0
5396,2410,2986,47021,51857.0,52743.0,35481.0,58750.0,93942.0,29750.0,16596,2798,17778,1931,34374,4729,47021,92.3,38.0,47021,80.6,32.0
3516,1579,1937,47023,40167.0,42250.0,20433.0,,,,6992,1252,7753,1251,14745,2503,47023,76.7,16.0,47023,48.5,10.0
6658,2951,3707,47025,34899.0,35281.0,18750.0,,,46500.0,13480,1832,14369,1537,27849,3369,47025,107.7,47.0,47025,84.2,36.0
1801,820,981,47027,28804.0,28832.0,,,,35982.0,3289,504,3422,472,6711,976,47027,76.1,9.0,47027,68.8,9.0
9111,4022,5089,47029,31187.0,31702.0,25234.0,,,,14340,2761,15175,2755,29515,5516,47029,96.9,50.0,47029,84.1,42.0
9818,4470,5348,47031,41590.0,42197.0,33108.0,,32955.0,28917.0,21912,3746,23965,3245,45877,6991,47031,84.4,57.0,47031,62.8,43.0
2838,1340,1498,47033,35464.0,37083.0,29693.0,,,23510.0,5490,1360,6572,965,12062,2325,47033,64.6,12.0,47033,58.2,11.0
9300,4080,5220,47035,38576.0,38580.0,145994.0,49345.0,114135.0,34327.0,23269,4419,25675,3444,48944,7863,47035,79.8,80.0,47035,62.7,65.0
116031,52503,63528,47037,48368.0,55498.0,34777.0,61156.0,59669.0,36097.0,257116,55169,294365,43931,551481,99100,47037,72.0,424.0,47037,57.1,331.0
2470,1098,1372,47039,37263.0,38495.0,23750.0,,42500.0,18243.0,4817,783,5231,628,10048,1411,47039,87.4,16.0,47039,76.1,14.0
3887,1562,2325,47041,38319.0,38146.0,43162.0,,186141.0,30918.0,7851,1534,8119,1287,15970,2821,47041,91.3,22.0,47041,71.9,17.0
8116,3460,4656,47043,44680.0,45109.0,27356.0,,,35053.0,21205,3245,22550,2955,43755,6200,47043,87.9,50.0,47043,67.1,38.0
6646,2680,3966,47045,42468.0,44143.0,35927.0,,26198.0,47611.0,16136,1960,17505,1914,33641,3874,47045,77.9,37.0,47045,65.4,30.0
5351,2427,2924,47047,54890.0,63996.0,31071.0,,76375.0,37120.0,16771,2081,17849,1678,34620,3759,47047,58.7,31.0,47047,49.4,25.0
4577,2281,2296,47049,30259.0,30228.0,,,,,7050,1592,7986,1068,15036,2660,47049,92.7,24.0,47049,83.0,21.0
6669,2889,3780,47051,42773.0,44659.0,29590.0,47105.0,,35267.0,17691,2152,18771,2174,36462,4326,47051,70.6,41.0,47051,54.4,31.0
9080,3806,5274,47053,38457.0,42263.0,26925.0,50000.0,,24688.0,19759,3175,22788,2799,42547,5974,47053,80.5,52.0,47053,62.1,40.0
4627,2011,2616,47055,41093.0,42674.0,23881.0,,,27237.0,11866,2083,13097,1514,24963,3597,47055,82.1,33.0,47055,59.9,24.0
4647,2091,2556,47057,35391.0,35695.0,,,,,9876,1399,10088,1227,19964,2626,47057,82.2,26.0,47057,73.0,23.0
13647,6146,7501,47059,35196.0,35485.0,30662.0,,35733.0,21065.0,27714,5087,30385,4211,58099,9298,47059,96.4,94.0,47059,72.2,70.0
3797,1683,2114,47061,27373.0,28244.0,,,,,5078,1516,5653,1091,10731,2607,47061,96.1,19.0,47061,81.9,16.0
13193,6285,6908,47063,37617.0,39145.0,23917.0,,,19621.0,24472,5810,27420,4556,51892,10366,47063,77.9,64.0,47063,68.7,55.0
54036,23604,30432,47065,48248.0,54164.0,28474.0,,71719.0,35496.0,143730,21800,161207,17627,304937,39427,47065,68.4,286.0,47065,49.6,206.0
1793,706,1087,47067,26898.0,27217.0,,19338.0,,,2707,442,2959,371,5666,813,47067,83.1,9.0,47067,67.7,7.0
5636,2479,3157,47069,31801.0,37567.0,25135.0,,,,9478,1499,10360,1465,19838,2964,47069,94.2,31.0,47069,64.3,21.0
5920,2494,3426,47071,35290.0,36024.0,13844.0,,,22006.0,10421,2093,11258,1736,21679,3829,47071,85.9,33.0,47071,63.6,24.0
10661,4410,6251,47073,36927.0,36938.0,49313.0,,,,23655,3800,26009,2563,49664,6363,47073,102.7,79.0,47073,74.3,57.0
4107,1758,2349,47075,34182.0,43339.0,23445.0,,,50595.0,6982,1432,8640,961,15622,2393,47075,80.4,18.0,47075,57.3,13.0
5925,2512,3413,47077,38745.0,40835.0,25357.0,,,21225.0,11764,1556,12878,1541,24642,3097,47077,93.4,32.0,47077,67.9,23.0
5862,2421,3441,47079,38234.0,39801.0,25625.0,2499.0,,22147.0,13056,2240,14504,1927,27560,4167,47079,88.4,45.0,47079,76.7,38.0
4738,2218,2520,47081,36334.0,36343.0,,,,,9243,2136,9564,1870,18807,4006,47081,91.5,27.0,47081,73.2,21.0
1860,949,911,47083,39401.0,40548.0,,,,,3525,482,3603,487,7128,969,47083,96.8,11.0,47083,80.8,10.0
2856,1312,1544,47085,41949.0,42328.0,26463.0,,,38333.0,7632,1281,8283,831,15915,2112,47085,99.2,26.0,47085,76.4,20.0
3034,1443,1591,47087,31534.0,31826.0,,,,,4755,970,4997,596,9752,1566,47087,102.8,18.0,47087,79.9,14.0
8343,3626,4717,47089,42417.0,43016.0,32691.0,,,32750.0,22099,3314,23371,2941,45470,6255,47089,68.9,49.0,47089,51.1,36.0
4123,1916,2207,47091,30763.0,30668.0,68194.0,,,21210.0,6761,1094,7420,917,14181,2011,47091,88.0,23.0,47091,64.8,17.0
69061,31168,37893,47093,48701.0,51862.0,26967.0,40850.0,64648.0,32710.0,188715,25474,205163,21468,393878,46942,47093,73.8,357.0,47093,55.9,268.0
1319,538,781,47095,30086.0,34148.0,20438.0,,,21513.0,1964,378,2389,250,4353,628,47095,96.8,9.0,47095,88.9,8.0
6532,2877,3655,47097,30281.0,36438.0,21414.0,,,,9660,1851,11096,1950,20756,3801,47097,92.9,28.0,47097,78.7,23.0
8443,3608,4835,47099,37814.0,38281.0,21068.0,11786.0,,49318.0,16920,3586,17705,3572,34625,7158,47099,78.2,43.0,47099,68.3,37.0
2292,1189,1103,47101,36621.0,36937.0,28750.0,,,,5069,822,4928,891,9997,1713,47101,116.1,19.0,47101,81.6,13.0
5517,2540,2977,47103,40389.0,42135.0,29464.0,33333.0,,24519.0,14055,2213,15084,1824,29139,4037,47103,64.3,30.0,47103,55.4,25.0
7185,3503,3682,47105,51107.0,50898.0,38438.0,,202750.0,31908.0,21340,2980,22655,2853,43995,5833,47105,69.2,58.0,47105,52.7,42.0
10220,4598,5622,47107,38535.0,38736.0,25694.0,35750.0,,19670.0,21366,3828,23727,2762,45093,6590,47107,81.4,59.0,47107,68.2,48.0
5319,2199,3120,47109,32557.0,33550.0,19276.0,33750.0,,21737.0,10633,1884,11543,1691,22176,3575,47109,89.5,33.0,47109,77.8,28.0
4218,1836,2382,47111,33509.0,34481.0,,,,,9374,1653,10107,1307,19481,2960,47111,100.4,27.0,47111,77.5,21.0
18521,7912,10609,47113,42544.0,53525.0,29804.0,,54583.0,22488.0,39539,6281,45874,5340,85413,11621,47113,70.7,78.0,47113,52.1,57.0
5350,2191,3159,47115,41348.0,42573.0,30769.0,,85000.0,,11793,1866,12648,1684,24441,3550,47115,102.9,40.0,47115,69.9,27.0
4986,2160,2826,47117,42661.0,43387.0,27470.0,,,32500.0,12891,2314,13708,1923,26599,4237,47117,91.6,33.0,47117,71.9,26.0
12667,5701,6966,47119,47692.0,51004.0,28893.0,25795.0,63750.0,31288.0,34469,5451,38701,4290,73170,9741,47119,73.5,69.0,47119,61.0,57.0
2377,906,1471,47121,34424.0,34311.0,,,,,4855,816,5065,839,9920,1655,47121,83.7,15.0,47121,74.0,12.0
8627,4032,4595,47123,35291.0,36519.0,20446.0,,,38315.0,19103,3290,19523,2866,38626,6156,47123,98.6,60.0,47123,73.4,45.0
28750,12557,16193,47125,50344.0,52365.0,41116.0,44857.0,47481.0,50748.0,70256,10425,82598,9307,152854,19732,47125,84.3,106.0,47125,61.2,75.0
668,268,400,47127,49427.0,49966.0,,,,,2754,284,2852,367,5606,651,47127,63.5,6.0,47127,35.3,3.0
4185,2019,2166,47129,39049.0,39058.0,,,,,7940,1055,8613,955,16553,2010,47129,94.3,26.0,47129,71.7,19.0
6309,2881,3428,47131,40281.0,42215.0,21946.0,,,23173.0,12513,2215,14041,1941,26554,4156,47131,72.6,31.0,47131,71.5,30.0
4668,2273,2395,47133,35287.0,35258.0,2499.0,,,16333.0,9276,1406,9830,1293,19106,2699,47133,98.2,32.0,47133,84.8,26.0
1995,865,1130,47135,31425.0,32151.0,,,,,3169,731,3164,667,6333,1398,47135,93.8,11.0,47135,77.3,9.0
808,315,493,47137,36773.0,37338.0,,,,,2078,391,2231,305,4309,696,47137,94.8,8.0,47137,65.2,6.0
3094,1481,1613,47139,38925.0,39296.0,,16477.0,,,7102,1098,7282,968,14384,2066,47139,116.0,28.0,47139,103.3,25.0
17830,8209,9621,47141,35343.0,35863.0,17974.0,9539.0,,37482.0,29982,5917,32553,4582,62535,10499,47141,71.6,62.0,47141,54.9,47.0
7664,3510,4154,47143,36146.0,36085.0,37337.0,,,28063.0,13770,2097,14544,1610,28314,3707,47143,99.0,41.0,47143,77.5,31.0
9620,4479,5141,47145,40854.0,41451.0,37143.0,,89722.0,,22459,3278,24188,2686,46647,5964,47145,88.6,72.0,47145,71.1,58.0
8005,3441,4564,47147,53151.0,55246.0,35804.0,,60363.0,39321.0,27866,4735,30884,3162,58750,7897,47147,83.2,59.0,47147,65.1,45.0
34475,15822,18653,47149,56219.0,58289.0,46315.0,,64022.0,41350.0,119135,18793,127230,15032,246365,33825,47149,68.5,144.0,47149,50.3,102.0
5903,2663,3240,47151,30246.0,30455.0,,,,,8916,1704,9606,1510,18522,3214,47151,109.2,29.0,47151,94.9,24.0
2335,979,1356,47153,45408.0,46633.0,,55652.0,,,6370,702,6438,861,12808,1563,47153,96.8,18.0,47153,86.6,16.0
14128,6136,7992,47155,42258.0,42542.0,41320.0,,41449.0,32952.0,35661,9701,38995,8383,74656,18084,47155,83.5,99.0,47155,61.8,72.0
196471,87291,109180,47157,46224.0,66517.0,32926.0,31892.0,80080.0,35102.0,362755,75492,425842,61338,788597,136830,47157,67.3,587.0,47157,53.2,457.0
3066,1307,1759,47159,43914.0,44382.0,33077.0,,,50125.0,8337,1010,8590,954,16927,1964,47159,92.7,21.0,47159,81.4,18.0
2560,1236,1324,47161,42023.0,42763.0,32150.0,,12143.0,16591.0,5719,822,5829,726,11548,1548,47161,90.8,17.0,47161,69.5,12.0
26924,12365,14559,47163,40346.0,40811.0,30756.0,40862.0,53611.0,23659.0,64972,9918,71960,8207,136932,18125,47163,75.7,174.0,47163,59.7,138.0
15644,6676,8968,47165,57382.0,58301.0,46756.0,49773.0,73810.0,37443.0,72373,9532,78051,8131,150424,17663,47165,65.9,121.0,47165,51.8,92.0
8292,3516,4776,47167,53669.0,58999.0,30694.0,131776.0,37340.0,63627.0,25881,4018,27879,2992,53760,7010,47167,94.6,60.0,47167,74.6,45.0
1345,614,731,47169,41029.0,46500.0,27917.0,,,,3132,702,3604,304,6736,1006,47169,101.4,9.0,47169,59.6,6.0
3974,1790,2184,47171,33210.0,33316.0,,,,26202.0,7447,1353,7908,1026,15355,2379,47171,89.3,25.0,47171,70.8,20.0
4036,1575,2461,47173,37351.0,37393.0,,,,36026.0,8076,1337,8249,1273,16325,2610,47173,100.7,24.0,47173,76.2,18.0
988,523,465,47175,40439.0,40659.0,,,,66406.0,2385,342,2324,444,4709,786,47175,55.8,4.0,47175,53.0,4.0
8329,3964,4365,47177,35376.0,36395.0,25577.0,7750.0,2499.0,26789.0,16252,3256,17765,2210,34017,5466,47177,84.7,42.0,47177,64.4,33.0
21842,9588,12254,47179,42817.0,43305.0,29939.0,40737.0,68229.0,36268.0,52464,7566,56336,7167,108800,14733,47179,71.6,110.0,47179,55.3,84.0
3211,1619,1592,47181,30701.0,30931.0,16167.0,,25000.0,21964.0,6169,1124,6540,956,12709,2080,47181,79.1,18.0,47181,72.6,16.0
6075,2810,3265,47183,37037.0,38636.0,20331.0,,,41548.0,14459,2122,15906,1468,30365,3590,47183,72.4,31.0,47183,61.2,26.0
5011,2341,2670,47185,34901.0,35297.0,27574.0,,,,10891,1717,11526,1711,22417,3428,47185,89.7,33.0,47185,65.7,23.0
10054,4225,5829,47187,96565.0,97939.0,66719.0,230583.0,105558.0,58581.0,91344,5695,96717,5137,188061,10832,47187,46.6,77.0,47187,36.5,60.0
12132,4886,7246,47189,61070.0,62769.0,35035.0,30893.0,78571.0,39795.0,52625,6781,56770,5281,109395,12062,47189,76.5,98.0,47189,55.3,68.0
8274,3779,4495,48001,41327.0,45789.0,23056.0,,61552.0,32139.0,18394,4247,18148,4112,36542,8359,48001,78.1,49.0,48001,70.1,44.0
2032,832,1200,48003,70423.0,71077.0,36689.0,,,68617.0,7005,1505,6326,1847,13331,3352,48003,64.3,9.0,48003,47.6,7.0
16497,7061,9436,48005,44223.0,48264.0,28914.0,19115.0,45545.0,38249.0,32551,8647,36126,8248,68677,16895,48005,76.4,74.0,48005,48.3,47.0
4509,2097,2412,48007,41690.0,41315.0,,,,41480.0,9334,2419,9949,2164,19283,4583,48007,78.1,33.0,48007,56.6,24.0
862,352,510,48009,60275.0,60714.0,,,,33750.0,3703,631,3866,508,7569,1139,48009,61.5,8.0,48009,45.9,5.0
130,49,81,48011,59737.0,58684.0,,,,157614.0,835,119,837,87,1672,206,48011,,2.0,48011,,
7619,3141,4478,48013,52192.0,52129.0,47429.0,50313.0,,45858.0,18670,4520,18867,4536,37537,9056,48013,42.4,21.0,48013,31.9,16.0
3289,1377,1912,48015,53687.0,55871.0,42550.0,,,43864.0,11830,2424,11973,2414,23803,4838,48015,48.0,18.0,48015,41.0,15.0
1319,500,819,48017,37397.0,40208.0,,,,32520.0,2577,1020,2319,1080,4896,2100,48017,,2.0,48017,,
2662,1322,1340,48019,49863.0,49651.0,,,,63478.0,8362,1913,8601,1726,16963,3639,48019,58.8,20.0,48019,42.9,15.0
10664,4867,5797,48021,54821.0,57274.0,47545.0,34185.0,79063.0,41443.0,30120,7315,30045,7386,60165,14701,48021,69.2,54.0,48021,56.6,43.0
423,143,280,48023,36373.0,39375.0,,,,16591.0,1359,397,1524,275,2883,672,48023,80.4,5.0,48023,57.6,4.0
5274,2344,2930,48025,42302.0,43706.0,33924.0,,,36743.0,9837,2439,9597,3215,19434,5654,48025,50.9,15.0,48025,33.2,9.0
48543,21926,26617,48027,50550.0,53878.0,44646.0,60205.0,47929.0,43438.0,122102,21650,138608,21336,260710,42986,48027,81.5,200.0,48027,54.1,130.0
312088,140680,171408,48029,51150.0,52931.0,42450.0,42873.0,63595.0,42721.0,708529,166188,762263,156662,1470792,322850,48029,45.1,702.0,48029,34.5,528.0
954,451,503,48031,55504.0,56639.0,,,,43767.0,4327,1037,4158,1089,8485,2126,48031,46.3,8.0,48031,28.2,5.0
10,5,5,48033,73750.0,72813.0,,,,58194.0,352,10,314,29,666,39,48033,,2.0,48033,,
2549,1144,1405,48035,44674.0,45320.0,,80341.0,20208.0,33179.0,6862,1821,7135,1805,13997,3626,48035,58.4,17.0,48035,59.2,18.0
16693,7537,9156,48037,42670.0,47666.0,26246.0,85455.0,44141.0,27699.0,34412,7917,38080,7433,72492,15350,48037,80.2,88.0,48037,58.7,63.0
35762,16016,19746,48039,69749.0,69781.0,62534.0,73750.0,111273.0,56698.0,132481,26179,136174,26559,268655,52738,48039,63.0,175.0,48039,47.6,130.0
53207,25213,27994,48041,39808.0,44680.0,27751.0,64219.0,31278.0,34924.0,85232,16282,85931,13975,171163,30257,48041,49.0,62.0,48041,37.2,47.0
1238,508,730,48043,38395.0,38462.0,,,,34568.0,3454,921,3970,808,7424,1729,48043,36.4,4.0,48043,33.4,4.0
307,156,151,48045,38603.0,39559.0,13125.0,,,25938.0,659,212,618,181,1277,393,48045,,2.0,48045,,
2726,1476,1250,48047,22741.0,22103.0,,,,22854.0,2335,1150,2526,887,4861,2037,48047,,2.0,48047,,
6581,2868,3713,48049,41962.0,42481.0,31548.0,18319.0,,36950.0,14557,3542,16086,2617,30643,6159,48049,65.2,34.0,48049,52.3,28.0
2761,1259,1502,48051,51821.0,55259.0,30909.0,,,46192.0,7037,1491,6762,1830,13799,3321,48051,73.1,18.0,48051,53.6,13.0
6989,3317,3672,48053,49732.0,50281.0,68452.0,51875.0,,33512.0,17966,3763,18362,3739,36328,7502,48053,65.3,43.0,48053,45.7,30.0
7169,3540,3629,48055,47233.0,49238.0,29816.0,46000.0,,41705.0,13968,4891,14535,4039,28503,8930,48055,65.1,26.0,48055,45.9,18.0
4136,1987,2149,48057,51078.0,50803.0,45407.0,,69318.0,40458.0,8824,1912,8892,1844,17716,3756,48057,70.0,18.0,48057,46.3,12.0
2548,1107,1441,48059,40981.0,41009.0,24500.0,,,36944.0,4976,1607,5360,1508,10336,3115,48059,80.4,16.0,48059,69.4,14.0
139768,63753,76015,48061,33266.0,33004.0,36583.0,33558.0,99196.0,30795.0,137295,62556,146719,68645,284014,131201,48061,38.4,143.0,48061,24.0,89.0
2454,1046,1408,48063,37851.0,40938.0,21661.0,,,35677.0,4688,1389,4971,1400,9659,2789,48063,74.8,12.0,48063,53.4,9.0
435,202,233,48065,66023.0,66818.0,,53611.0,,79444.0,2499,411,2655,455,5154,866,48065,44.5,4.0,48065,45.0,4.0
5915,2548,3367,48067,37352.0,41114.0,23500.0,,41014.0,,11536,2986,12405,2993,23941,5979,48067,68.9,32.0,48067,58.8,27.0
1339,672,667,48069,39459.0,40000.0,,,,30800.0,2591,1412,2678,1177,5269,2589,48069,50.7,5.0,48069,35.5,3.0
3921,1677,2244,48071,70544.0,75877.0,44962.0,9750.0,133387.0,48743.0,15184,3360,15082,3420,30266,6780,48071,68.3,21.0,48071,56.9,17.0
10688,4875,5813,48073,39595.0,42449.0,19321.0,37083.0,35114.0,34673.0,19081,5260,19740,4874,38821,10134,48073,83.3,51.0,48073,60.3,37.0
1177,573,604,48075,36633.0,38333.0,,,,,2421,470,2582,350,5003,820,48075,72.5,6.0,48075,50.5,4.0
