All_Poverty,M_Poverty,F_Poverty,FIPS,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,M_With,M_Without,F_With,F_Without,All_With,All_Without,fips_x,Incidence_Rate,Avg_Ann_Incidence,fips_y,Mortality_Rate,Avg_Ann_Deaths
1233,529,704,19133,40302.0,40632.0,,,,81146.0,4113,336,4084,343,8197,679,19133,58.3,9.0,19133,46.6,8.0
944,348,596,19135,46304.0,46424.0,,,,,3490,602,3357,417,6847,1019,19135,74.8,9.0,19135,71.3,8.0
1717,715,1002,19137,42418.0,43214.0,,,,24792.0,4447,518,4980,327,9427,845,19137,59.0,10.0,19137,50.8,8.0
5219,2406,2813,19139,53676.0,54315.0,21761.0,96352.0,85489.0,42368.0,19539,1665,19543,1683,39082,3348,19139,62.8,31.0,19139,48.4,23.0
1013,473,540,19141,55227.0,56469.0,,,91023.0,33364.0,6514,472,6423,477,12937,949,19141,53.2,12.0,19141,39.3,9.0
521,192,329,19143,49448.0,49140.0,,,,54327.0,2812,263,2737,295,5549,558,19143,52.1,5.0,19143,47.2,5.0
2262,1116,1146,19145,43912.0,43918.0,,,112917.0,,6505,822,6810,597,13315,1419,19145,98.0,23.0,19145,50.1,12.0
948,421,527,19147,47113.0,47188.0,47054.0,,60568.0,35714.0,4213,355,4197,240,8410,595,19147,61.1,9.0,19147,35.2,5.0
1907,817,1090,19149,57130.0,57495.0,,,,27143.0,11390,766,11769,636,23159,1402,19149,54.9,18.0,19149,40.6,14.0
987,458,529,19151,45069.0,45714.0,22708.0,,,41875.0,3169,326,3264,208,6433,534,19151,52.4,6.0,19151,35.5,5.0
57143,25452,31691,19153,60061.0,62351.0,29164.0,22955.0,64090.0,41624.0,202694,17295,213559,13896,416253,31191,19153,75.3,309.0,19153,57.2,233.0
11779,5050,6729,19155,51976.0,52119.0,,,64455.0,42234.0,40374,4897,43002,3788,83376,8685,19155,84.6,94.0,19155,61.5,68.0
1767,731,1036,19157,51006.0,51119.0,,,,,8281,576,8937,594,17218,1170,19157,43.4,12.0,19157,31.8,9.0
514,206,308,19159,47042.0,47167.0,,,,,2148,282,2171,273,4319,555,19159,46.1,4.0,19159,41.2,4.0
805,304,501,19161,49572.0,49615.0,54583.0,,,37969.0,4568,358,4657,324,9225,682,19161,57.4,10.0,19161,37.7,6.0
20229,8767,11462,19163,55114.0,56953.0,32865.0,33056.0,67068.0,47304.0,74793,7742,80096,5650,154889,13392,19163,72.7,134.0,19163,53.2,99.0
1307,600,707,19165,50952.0,50645.0,,,,63692.0,5277,539,5582,372,10859,911,19165,52.4,10.0,19165,37.0,7.0
2663,1099,1564,19167,61627.0,62970.0,,,,36610.0,15807,1411,15737,1129,31544,2540,19167,43.1,16.0,19167,33.9,13.0
19109,10045,9064,19169,50438.0,52279.0,,,21900.0,31179.0,45559,2642,42773,1887,88332,4529,19169,56.0,43.0,19169,41.0,32.0
1919,903,1016,19171,55203.0,55770.0,45694.0,41625.0,,57292.0,7763,735,7896,704,15659,1439,19171,65.3,16.0,19171,39.3,10.0
860,386,474,19173,44246.0,45298.0,,,,26000.0,2683,396,2720,312,5403,708,19173,57.9,6.0,19173,52.7,5.0
1676,669,1007,19175,44351.0,44797.0,,,,,5477,483,5890,585,11367,1068,19175,74.3,13.0,19175,56.5,10.0
1095,545,550,19177,45111.0,45472.0,,,,26346.0,3256,524,3112,473,6368,997,19177,75.4,9.0,19177,52.4,6.0
6399,3090,3309,19179,42095.0,42455.0,21957.0,43125.0,57000.0,47212.0,15390,1800,16210,1526,31600,3326,19179,78.5,36.0,19179,55.5,25.0
3124,1413,1711,19181,64447.0,64813.0,56653.0,,,41273.0,21891,1175,22863,1028,44754,2203,19181,69.5,37.0,19181,48.4,25.0
2013,883,1130,19183,56390.0,57218.0,40833.0,,,37241.0,9615,1082,9902,1095,19517,2177,19183,52.9,16.0,19183,39.6,12.0
834,372,462,19185,43358.0,43535.0,,,,,2650,385,2814,433,5464,818,19185,63.7,6.0,19185,41.2,4.0
5210,2122,3088,19187,42408.0,42477.0,,,72831.0,,15924,1780,16616,1216,32540,2996,19187,67.6,34.0,19187,46.0,23.0
995,465,530,19189,47668.0,47878.0,,,69306.0,,4821,308,5032,234,9853,542,19189,61.3,10.0,19189,51.5,8.0
1507,676,831,19191,54429.0,54119.0,,14375.0,,,9724,563,9833,484,19557,1047,19191,36.0,10.0,19191,22.2,7.0
14557,6122,8435,19193,46720.0,47648.0,38203.0,22465.0,47180.0,37347.0,43575,6383,47044,4576,90619,10959,19193,71.5,79.0,19193,51.5,57.0
887,389,498,19195,48459.0,49419.0,2499.0,,,15625.0,3395,305,3519,243,6914,548,19195,45.3,5.0,19195,30.7,4.0
1412,649,763,19197,43698.0,44444.0,,,250001.0,38850.0,5785,580,5903,489,11688,1069,19197,56.1,12.0,19197,40.3,9.0
50551,24218,26333,16001,56356.0,57008.0,48844.0,34688.0,67771.0,45457.0,179687,24140,186069,21581,365756,45721,16001,52.2,191.0,16001,37.6,136.0
495,261,234,16003,39565.0,40120.0,,,,,1685,338,1408,417,3093,755,16003,69.5,5.0,16003,,
15288,7053,8235,16005,43779.0,44300.0,,42500.0,50472.0,38198.0,35907,5326,35846,5215,71753,10541,16005,41.0,32.0,16005,32.5,25.0
759,352,407,16007,48654.0,48600.0,,,,73750.0,2602,372,2618,308,5220,680,16007,,2.0,16007,,
1490,695,795,16009,39863.0,40818.0,,33625.0,71198.0,43125.0,3578,964,3616,844,7194,1808,16009,79.0,10.0,16009,67.7,9.0
6093,2801,3292,16011,50155.0,51519.0,,27000.0,52708.0,45245.0,19203,3329,19504,3105,38707,6434,16011,38.7,18.0,16011,31.9,15.0
2218,989,1229,16013,60088.0,60597.0,,,60324.0,40645.0,8753,2073,9000,1457,17753,3530,16013,22.6,5.0,16013,,
991,490,501,16015,44238.0,44167.0,,36250.0,,63333.0,3004,611,2874,368,5878,979,16015,69.2,6.0,16015,38.3,3.0
6145,2946,3199,16017,42171.0,42215.0,,,2499.0,54464.0,16871,3473,17198,3180,34069,6653,16017,54.3,32.0,16017,43.7,26.0
14025,6101,7924,16019,50762.0,51682.0,,24797.0,50469.0,36851.0,45074,7432,47260,6823,92334,14255,16019,35.7,35.0,16019,25.4,24.0
1647,774,873,16021,38961.0,38078.0,,51029.0,,63448.0,4380,1173,3939,1397,8319,2570,16021,46.3,7.0,16021,35.4,5.0
460,241,219,16023,37891.0,38984.0,,,,26823.0,1191,221,978,226,2169,447,16023,,2.0,16023,,
229,101,128,16025,42614.0,42614.0,,,,,421,117,386,128,807,245,16025,,2.0,16025,,
37945,17283,20662,16027,42888.0,43191.0,30799.0,31431.0,60449.0,36336.0,79546,18096,82935,16843,162481,34939,16027,56.1,99.0,16027,40.8,72.0
551,215,336,16029,58021.0,58212.0,,,,42222.0,3102,281,3077,258,6179,539,16029,,2.0,16029,,
3645,1616,2029,16031,45695.0,46089.0,,33750.0,,36971.0,9384,2297,9055,2252,18439,4549,16031,34.0,8.0,16031,26.9,6.0
163,98,65,16033,33672.0,34141.0,,,,26607.0,231,209,329,132,560,341,16033,,2.0,16033,,
985,423,562,16035,38837.0,38796.0,,34375.0,,51058.0,3224,522,3185,591,6409,1113,16035,55.4,8.0,16035,40.7,6.0
806,397,409,16037,39457.0,38876.0,,,,,1931,206,1642,423,3573,629,16037,52.4,4.0,16037,,
4046,1773,2273,16039,43848.0,44400.0,47353.0,,43000.0,37681.0,9973,1643,10638,1656,20611,3299,16039,72.4,17.0,16039,59.2,13.0
1696,773,923,16041,48133.0,49589.0,,,,26917.0,5577,947,5343,1001,10920,1948,16041,,2.0,16041,,
1266,601,665,16043,47988.0,49125.0,,36944.0,,33504.0,5200,902,5250,990,10450,1892,16043,40.4,6.0,16043,31.7,5.0
2980,1404,1576,16045,40828.0,41617.0,,,,25786.0,6654,1658,6630,1648,13284,3306,16045,67.1,17.0,16045,51.0,13.0
2911,1593,1318,16047,39930.0,42500.0,,33313.0,,34653.0,5885,1938,5746,1581,11631,3519,16047,66.9,12.0,16047,43.7,8.0
2528,1219,1309,16049,38191.0,38700.0,,20950.0,,47841.0,6967,1125,6473,1223,13440,2348,16049,48.2,14.0,16049,36.3,10.0
3492,1558,1934,16051,51171.0,51748.0,,,,36115.0,11265,2219,11699,1550,22964,3769,16051,33.9,7.0,16051,31.2,7.0
3676,1577,2099,16053,41630.0,42237.0,,39602.0,,34464.0,8327,3044,8345,2816,16672,5860,16053,48.0,10.0,16053,35.8,7.0
18634,8293,10341,16055,49403.0,49872.0,,37239.0,40000.0,52289.0,59838,11075,61963,10877,121801,21952,16055,56.6,96.0,16055,41.2,69.0
7597,3909,3688,16057,42439.0,43394.0,16950.0,,,,17900,1704,16876,1693,34776,3397,16057,50.6,17.0,16057,37.2,12.0
1430,657,773,16059,34329.0,33897.0,,60083.0,,,3298,602,3193,606,6491,1208,16059,46.5,7.0,16059,40.6,6.0
652,251,401,16061,36505.0,36378.0,,53750.0,,33250.0,1484,347,1502,425,2986,772,16061,66.5,4.0,16061,,
709,341,368,16063,43273.0,43935.0,,,,44732.0,1942,723,1969,587,3911,1310,16063,,2.0,16063,,
13232,6357,6875,16065,32233.0,32276.0,,,60673.0,27012.0,16867,2083,17065,1700,33932,3783,16065,,2.0,16065,,
3501,1562,1939,16067,44853.0,45534.0,17875.0,,64583.0,37571.0,7661,2570,7775,2174,15436,4744,16067,54.8,13.0,16067,38.1,9.0
4581,2166,2415,16069,48160.0,48169.0,143056.0,53487.0,,26844.0,16662,2619,17470,2343,34132,4962,16069,69.3,38.0,16069,54.0,30.0
615,292,323,16071,41338.0,41937.0,,,,31354.0,1951,229,1800,232,3751,461,16071,,2.0,16071,,
3091,1580,1511,16073,33440.0,34906.0,,27625.0,,25223.0,4083,1696,4060,1385,8143,3081,16073,40.7,5.0,16073,48.9,6.0
4152,1963,2189,16075,44257.0,44736.0,,41875.0,,39359.0,9157,2205,8899,2287,18056,4492,16075,64.8,18.0,16075,40.3,11.0
1034,353,681,16077,44779.0,43551.0,,56186.0,,40921.0,3396,471,3203,596,6599,1067,16077,41.4,3.0,16077,,
2108,1006,1102,16079,37665.0,37877.0,,,,,5282,950,5050,1088,10332,2038,16079,98.7,20.0,16079,74.8,15.0
1110,441,669,16081,53474.0,53775.0,,,,41406.0,4354,1025,3953,953,8307,1978,16081,,2.0,16081,,
12418,5566,6852,16083,44048.0,45438.0,39915.0,25325.0,34745.0,34527.0,31896,7143,33910,6119,65806,13262,16083,53.4,47.0,16083,42.0,37.0
1434,857,577,16085,48384.0,48796.0,,,,,3987,1012,3991,647,7978,1659,16085,41.3,6.0,16085,27.8,4.0
1798,886,912,16087,34775.0,35000.0,,,26875.0,26080.0,4079,918,3849,1041,7928,1959,16087,68.3,11.0,16087,54.4,8.0
9433,4259,5174,17001,45965.0,46776.0,23646.0,15859.0,49891.0,60764.0,28948,3173,31295,2375,60243,5548,17001,74.1,68.0,17001,50.8,48.0
2424,1018,1406,17003,27265.0,34142.0,17166.0,,58750.0,28333.0,2784,619,3204,517,5988,1136,17003,93.5,11.0,17003,66.0,7.0
2593,1121,1472,17005,47946.0,48504.0,45000.0,,,,7306,520,8056,347,15362,867,17005,70.2,15.0,17005,47.0,10.0
5841,2237,3604,17007,58248.0,57416.0,56845.0,103669.0,119256.0,52413.0,24063,2679,24223,2568,48286,5247,17007,66.3,36.0,17007,52.8,28.0
565,305,260,17009,50739.0,50493.0,,,,,2570,194,2292,135,4862,329,17009,81.4,6.0,17009,46.6,3.0
4191,1800,2391,17011,50423.0,50351.0,50709.0,,52431.0,42069.0,14846,1743,15866,1269,30712,3012,17011,69.6,34.0,17011,50.4,25.0
606,294,312,17013,53869.0,55147.0,,,,,2333,147,2349,90,4682,237,17013,81.4,6.0,17013,47.8,4.0
1843,894,949,17015,48631.0,48888.0,,,53750.0,48125.0,6529,829,6845,546,13374,1375,17015,54.0,14.0,17015,47.4,12.0
1688,775,913,17017,47434.0,49527.0,35515.0,,,36659.0,6014,693,5811,576,11825,1269,17017,89.7,15.0,17017,72.4,12.0
43284,21117,22167,17019,46495.0,52629.0,25921.0,47560.0,24601.0,36684.0,92122,9537,95737,6476,187859,16013,17019,62.4,107.0,17019,42.4,73.0
4714,1953,2761,17021,45334.0,45615.0,15536.0,,,65586.0,14242,1622,15615,940,29857,2562,17021,94.1,45.0,17021,69.2,33.0
2360,995,1365,17023,50517.0,50382.0,,,,2499.0,6969,759,7522,678,14491,1437,17023,75.5,17.0,17023,56.1,13.0
1839,719,1120,17025,44209.0,44224.0,,37917.0,,56094.0,5900,719,6221,566,12121,1285,17025,79.5,15.0,17025,55.8,11.0
3193,1251,1942,17027,63236.0,64114.0,,9150.0,,75184.0,16679,1061,17243,1018,33922,2079,17027,63.6,29.0,17027,43.9,20.0
10951,4833,6118,17029,39588.0,40775.0,15673.0,,,,22166,3037,25035,2111,47201,5148,17029,80.4,48.0,17029,56.1,34.0
879499,392713,486786,17031,55251.0,65946.0,34289.0,42309.0,70485.0,45366.0,2103599,410838,2348142,330018,4451741,740856,17031,63.4,3359.0,17031,44.7,2369.0
2310,1127,1183,17033,47468.0,47670.0,101346.0,2499.0,81181.0,14655.0,7860,1003,8562,736,16422,1739,17033,88.9,24.0,17033,55.5,15.0
1700,755,945,17035,46061.0,46414.0,,,2499.0,26250.0,5052,410,5011,344,10063,754,17035,89.1,13.0,17035,62.6,9.0
18336,7881,10455,17037,54101.0,57900.0,21072.0,,38824.0,41786.0,45996,5120,47894,4510,93890,9630,17037,72.8,63.0,17037,46.2,40.0
2073,936,1137,17039,53959.0,54467.0,,107917.0,,31466.0,7261,845,7595,448,14856,1293,17039,94.3,21.0,17039,78.1,17.0
2019,829,1190,17041,51810.0,51974.0,,49000.0,,41985.0,7827,1829,8266,1748,16093,3577,17041,66.3,17.0,17041,46.2,12.0
67941,30099,37842,17043,79658.0,81187.0,51329.0,55500.0,95020.0,58347.0,411862,42255,435524,34940,847386,77195,17043,56.1,529.0,17043,38.7,362.0
2999,1370,1629,17045,45691.0,45755.0,,,60625.0,,7988,698,8274,762,16262,1460,17045,76.6,20.0,17045,59.7,16.0
851,364,487,17047,44497.0,44549.0,,,,2499.0,2924,344,3146,201,6070,545,17047,88.7,9.0,17047,60.7,6.0
3557,1758,1799,17049,52224.0,52243.0,,,65435.0,48125.0,15617,1332,15938,1040,31555,2372,17049,67.5,29.0,17049,45.2,19.0
3644,1651,1993,17051,43944.0,44007.0,,,,,8549,1573,9305,1070,17854,2643,17051,58.0,16.0,17051,43.7,13.0
1790,792,998,17053,49947.0,49681.0,88077.0,55089.0,,43452.0,5896,759,6325,444,12221,1203,17053,66.8,14.0,17053,48.3,11.0
7191,3279,3912,17055,39512.0,39761.0,41042.0,19191.0,31875.0,33125.0,17019,2304,17973,1920,34992,4224,17055,103.4,59.0,17055,73.7,42.0
4838,2193,2645,17057,46083.0,45967.0,,,21250.0,,15208,1655,16087,1139,31295,2794,17057,74.9,38.0,17057,54.2,28.0
837,375,462,17059,39636.0,40133.0,,,,,2279,291,2598,217,4877,508,17059,87.9,8.0,17059,74.1,7.0
2231,994,1237,17061,42565.0,42773.0,,,,,5958,630,6055,601,12013,1231,17061,72.7,14.0,17061,55.7,11.0
4531,1897,2634,17063,65887.0,67212.0,30743.0,,,56676.0,23054,1929,23379,1691,46433,3620,17063,90.0,45.0,17063,55.3,28.0
1211,565,646,17065,44159.0,44159.0,,,,,3633,433,3779,396,7412,829,17065,85.2,11.0,17065,80.2,10.0
2159,950,1209,17067,47699.0,48171.0,,26250.0,40250.0,,8424,750,8769,629,17193,1379,17067,74.4,21.0,17067,54.9,16.0
864,355,509,17069,38838.0,38596.0,,,91250.0,,1854,295,1872,172,3726,467,17069,90.3,6.0,17069,57.4,4.0
692,230,462,17071,47672.0,47672.0,,,,,3131,263,3331,252,6462,515,17071,78.2,9.0,17071,62.3,7.0
5256,2166,3090,17073,53480.0,54257.0,17679.0,,56544.0,38589.0,22242,2034,23560,1281,45802,3315,17073,74.9,52.0,17073,57.1,40.0
4735,2010,2725,17075,47834.0,48692.0,21378.0,,48125.0,37167.0,12646,1403,13538,1009,26184,2412,17075,72.0,31.0,17075,52.0,23.0
16853,8533,8320,17077,33871.0,38689.0,15280.0,22578.0,32132.0,20517.0,26309,3171,27085,2267,53394,5438,17077,69.0,41.0,17077,47.2,28.0
881,319,562,17079,54209.0,54238.0,,,,,4354,425,4455,338,8809,763,17079,67.3,9.0,17079,64.3,8.0
6179,2740,3439,17081,43247.0,44648.0,31696.0,,72798.0,36042.0,16146,1840,16917,1633,33063,3473,17081,92.7,46.0,17081,68.7,34.0
1590,559,1031,17083,53271.0,53261.0,,,,61314.0,9880,1023,10390,988,20270,2011,17083,78.7,23.0,17083,62.3,19.0
2032,849,1183,17085,53221.0,53160.0,,,120000.0,36224.0,10402,789,10313,741,20715,1530,17085,55.9,22.0,17085,44.8,17.0
1589,761,828,17087,42287.0,42559.0,,,,42500.0,4825,579,5104,431,9929,1010,17087,83.6,15.0,17087,60.5,10.0
59033,26663,32370,17089,70696.0,77290.0,39620.0,36705.0,92529.0,49138.0,224538,34989,234737,27421,459275,62410,17089,58.9,266.0,17089,43.7,193.0
17365,7945,9420,17091,52110.0,56820.0,28198.0,40823.0,71389.0,42650.0,47095,6334,52251,4214,99346,10548,17091,73.6,94.0,17091,55.1,70.0
6616,2622,3994,17093,84385.0,86339.0,83685.0,,90037.0,62889.0,55861,3639,57763,2523,113624,6162,17093,54.6,45.0,17093,39.3,32.0
9013,4050,4963,17095,39976.0,41632.0,18852.0,,,31809.0,21329,2604,23479,1962,44808,4566,17095,69.1,53.0,17095,52.5,40.0
65728,30540,35188,17097,78026.0,80823.0,39812.0,54583.0,102820.0,49365.0,300937,38450,317800,30477,618737,68927,17097,58.2,379.0,17097,40.1,257.0
14386,6252,8134,17099,50633.0,51022.0,31082.0,,65625.0,46320.0,48455,5875,50956,4462,99411,10337,17099,76.4,113.0,17099,56.5,84.0
1509,549,960,17101,40841.0,41069.0,60500.0,,,53150.0,4119,444,6007,591,10126,1035,17101,88.2,19.0,17101,66.4,14.0
3555,1680,1875,17103,52379.0,52653.0,61250.0,23512.0,,40625.0,14529,1484,14968,1281,29497,2765,17103,66.9,31.0,17103,53.2,25.0
3897,1699,2198,17105,54254.0,54268.0,,,,35000.0,15541,1274,15881,997,31422,2271,17105,81.6,40.0,17105,49.7,25.0
3303,1336,1967,17107,50539.0,53480.0,16318.0,66094.0,49565.0,56908.0,10390,973,11924,710,22314,1683,17107,90.7,34.0,17107,52.9,20.0
6394,2743,3651,17109,40314.0,40744.0,,31071.0,46544.0,,14128,1315,15125,1068,29253,2383,17109,63.1,23.0,17109,50.1,18.0
24037,11663,12374,17111,77222.0,77649.0,68333.0,55750.0,95059.0,57853.0,139659,12815,142634,10986,282293,23801,17111,65.3,185.0,17111,51.9,143.0
23795,10918,12877,17113,62211.0,64586.0,27227.0,42321.0,82436.0,39873.0,77943,5782,83708,4527,161651,10309,17113,64.1,97.0,17113,44.7,68.0
19411,8246,11165,17115,47176.0,51454.0,21997.0,,73750.0,47067.0,45971,5397,51455,3950,97426,9347,17115,96.6,140.0,17115,62.8,92.0
5729,2375,3354,17117,51206.0,51102.0,105039.0,,58490.0,78409.0,20678,2287,21756,1563,42434,3850,17117,79.5,52.0,17117,59.9,39.0
34818,15421,19397,17119,53431.0,55845.0,30120.0,,47652.0,44482.0,117515,12327,126195,8900,243710,21227,17119,83.5,265.0,17119,58.5,186.0
6965,3100,3865,17121,42238.0,43310.0,30912.0,13810.0,62632.0,23571.0,16340,2262,17635,1717,33975,3979,17121,91.5,49.0,17121,67.6,36.0
1201,439,762,17123,53423.0,53658.0,,,,53802.0,5466,436,5677,329,11143,765,17123,58.5,12.0,17123,44.0,9.0
2095,919,1176,17125,41567.0,41624.0,,,,,6283,631,6482,537,12765,1168,17125,92.3,20.0,17125,63.9,14.0
2705,1251,1454,17127,40977.0,42512.0,23194.0,,35938.0,83452.0,6263,903,6897,731,13160,1634,17127,100.9,22.0,17127,67.9,15.0
1404,603,801,17129,60486.0,60425.0,,,,,5691,395,6065,299,11756,694,17129,75.9,13.0,17129,62.1,10.0
1498,616,882,17131,54757.0,54468.0,,,66500.0,45625.0,7464,421,7559,407,15023,828,17131,76.7,19.0,17131,48.2,12.0
1667,529,1138,17133,70859.0,71255.0,,,,64417.0,15483,875,16248,643,31731,1518,17133,60.9,24.0,17133,43.6,17.0
3503,1170,2333,17135,46966.0,46862.0,,,,66500.0,9479,581,13000,822,22479,1403,17135,86.5,34.0,17135,68.5,28.0
4580,2222,2358,17137,45978.0,47783.0,30265.0,,,35714.0,14710,1702,15971,980,30681,2682,17137,77.6,36.0,17137,50.2,23.0
1929,1000,929,17139,49681.0,49910.0,,,,35357.0,6220,961,6573,851,12793,1812,17139,56.9,11.0,17139,46.1,9.0
5477,2460,3017,17141,54849.0,55420.0,42070.0,66000.0,,38979.0,23669,2237,23986,2004,47655,4241,17141,66.7,45.0,17141,45.8,31.0
31194,13602,17592,17143,51147.0,56363.0,25998.0,51250.0,83385.0,43125.0,80195,9174,88941,6532,169136,15706,17143,84.0,180.0,17143,60.1,129.0
3380,1383,1997,17145,42478.0,43366.0,19917.0,,,,8538,1052,9344,779,17882,1831,17145,74.4,21.0,17145,52.8,15.0
1019,398,621,17147,66261.0,66763.0,,,,42292.0,7673,465,7898,409,15571,874,17147,79.8,18.0,17147,53.1,12.0
2133,1011,1122,17149,40588.0,40865.0,,8750.0,250001.0,39844.0,6805,886,7199,721,14004,1607,17149,68.4,17.0,17149,46.0,11.0
615,247,368,17151,39223.0,38851.0,,,,,1911,159,1934,122,3845,281,17151,105.5,7.0,17151,69.4,4.0
1178,529,649,17153,31980.0,35236.0,25106.0,,,23500.0,2536,325,2743,259,5279,584,17153,113.1,10.0,17153,74.3,7.0
691,304,387,17155,56358.0,55776.0,,,,63125.0,2658,278,2665,215,5323,493,17155,73.5,7.0,17155,55.0,5.0
3816,1716,2100,17157,48158.0,50465.0,26875.0,,,68500.0,13720,1275,13830,1116,27550,2391,17157,78.6,33.0,17157,52.6,22.0
2382,1001,1381,17159,44127.0,44340.0,,,,31250.0,7236,745,7280,656,14516,1401,17159,81.6,19.0,17159,56.7,13.0
21223,9137,12086,17161,48817.0,50760.0,31869.0,18906.0,63359.0,40236.0,63474,7177,68428,5696,131902,12873,17161,66.8,127.0,17161,52.4,101.0
47946,20261,27685,17163,49895.0,61682.0,27289.0,,72440.0,41273.0,109781,15069,125311,11067,235092,26136,17163,75.8,219.0,17163,56.8,165.0
5534,2362,3172,17165,38258.0,39217.0,,,48182.0,24375.0,10329,1377,11365,1164,21694,2541,17165,91.8,33.0,17165,69.5,25.0
30297,13769,16528,17167,56167.0,61044.0,26468.0,53281.0,67159.0,41054.0,85893,8590,96636,5726,182529,14316,17167,77.6,183.0,17167,54.1,126.0
1382,885,497,17169,47723.0,47482.0,,,,24375.0,2901,954,3084,293,5985,1247,17169,82.9,9.0,17169,61.5,7.0
712,332,380,17171,47222.0,47118.0,,,,,2232,281,2485,152,4717,433,17171,83.2,6.0,17171,52.1,4.0
2449,1159,1290,17173,47850.0,48071.0,,,39750.0,,9821,1147,10223,732,20044,1879,17173,77.1,25.0,17173,46.9,16.0
684,271,413,17175,50085.0,50321.0,,,,60625.0,2569,280,2704,205,5273,485,17175,77.3,7.0,17175,46.5,4.0
6849,2985,3864,17177,45331.0,47191.0,24795.0,,,41667.0,20113,2171,22010,1584,42123,3755,17177,63.8,43.0,17177,52.6,36.0
11559,4787,6772,17179,58194.0,58688.0,,,98304.0,62118.0,60428,4933,63659,4342,124087,9275,17179,87.2,151.0,17179,60.1,104.0
2971,1495,1476,17181,42606.0,44158.0,,,,23500.0,7728,927,7935,808,15663,1735,17181,102.7,26.0,17181,74.4,18.0
14571,6430,8141,17183,42977.0,46159.0,23053.0,21648.0,51472.0,35583.0,33321,4625,37214,2928,70535,7553,17183,86.4,92.0,17183,64.8,70.0
1447,617,830,17185,47491.0,46933.0,,,75500.0,2499.0,5240,427,5446,456,10686,883,17185,91.6,15.0,17185,59.7,10.0
2464,992,1472,17187,43699.0,44519.0,39821.0,,36875.0,35781.0,7792,751,8299,666,16091,1417,17187,74.0,17.0,17187,57.1,13.0
1834,861,973,17189,53202.0,53370.0,2499.0,,87813.0,35500.0,6555,581,6684,428,13239,1009,17189,74.1,15.0,17189,43.4,9.0
2385,1052,1333,17191,44993.0,45230.0,2499.0,,,,7396,786,7712,612,15108,1398,17191,89.2,22.0,17191,66.4,17.0
1916,825,1091,17193,44648.0,44295.0,,,,35603.0,6151,687,6747,545,12898,1232,17193,81.2,18.0,17193,69.5,16.0
6740,2999,3741,17195,47401.0,47739.0,34554.0,,123375.0,43133.0,25020,2804,26751,2076,51771,4880,17195,71.8,57.0,17195,56.7,45.0
53482,22781,30701,17197,76101.0,79701.0,55017.0,41618.0,107870.0,59611.0,303905,30668,319482,23374,623387,54042,17197,72.0,414.0,17197,50.3,281.0
9783,4284,5499,17199,44453.0,44983.0,31181.0,,72232.0,48021.0,28472,3366,30947,2498,59419,5864,17199,97.5,85.0,17199,69.5,60.0
47851,21483,26368,17201,48225.0,51923.0,25371.0,34617.0,63722.0,37495.0,123333,16996,134331,12616,257664,29612,17201,74.0,252.0,17201,57.7,198.0
3105,1461,1644,17203,65852.0,65909.0,,,,65179.0,17966,1257,18355,970,36321,2227,17203,61.0,29.0,17203,45.8,22.0
5529,2596,2933,18001,48188.0,49107.0,,,,51473.0,12964,4012,13100,4142,26064,8154,18001,50.2,19.0,18001,32.9,13.0
56542,25163,31379,18003,49092.0,52934.0,27017.0,40725.0,42569.0,37399.0,150074,25374,160131,24245,310205,49619,18003,61.9,227.0,18003,44.8,163.0
10027,4645,5382,18005,55050.0,53707.0,51758.0,,88061.0,40043.0,34684,4348,34960,4574,69644,8922,18005,77.8,69.0,18005,59.2,53.0
1181,512,669,18007,47046.0,47074.0,46250.0,,,33958.0,3646,702,3807,512,7453,1214,18007,82.7,9.0,18007,79.3,9.0
1700,664,1036,18009,38190.0,38326.0,,,,,5134,903,5344,923,10478,1826,18009,74.9,13.0,18009,51.8,10.0
3498,1551,1947,18011,67552.0,67769.0,,,81250.0,53836.0,27235,2530,27975,2173,55210,4703,18011,67.0,39.0,18011,56.6,31.0
1865,959,906,18013,54615.0,54961.0,,,,76731.0,6408,1077,6463,932,12871,2009,18013,61.8,14.0,18013,60.2,13.0
2149,895,1254,18015,52005.0,51852.0,,,,33643.0,8330,1557,8678,1334,17008,2891,18015,66.1,17.0,18015,39.8,10.0
5884,2717,3167,18017,42290.0,43277.0,,,54107.0,32148.0,15674,3128,16226,2792,31900,5920,18017,89.5,42.0,18017,65.8,31.0
12009,5616,6393,18019,51699.0,53170.0,39841.0,,48783.0,50982.0,46813,7703,50697,6414,97510,14117,18019,88.1,107.0,18019,67.3,81.0
3807,1695,2112,18021,47602.0,47960.0,,7109.0,,,11270,1629,11934,1533,23204,3162,18021,73.8,25.0,18021,58.4,20.0
4504,2018,2486,18023,48478.0,48946.0,42692.0,68906.0,49904.0,35441.0,13628,2176,14134,2246,27762,4422,18023,76.2,29.0,18023,62.2,24.0
2166,975,1191,18025,38695.0,38618.0,,47614.0,,36635.0,4818,520,4698,496,9516,1016,18025,94.6,13.0,18025,70.5,10.0
